code,turnover_ratio,circulating_cap,circulating_market_cap,date,ret
601126.XSHG,0.2242,81317.2031,41.7157,2018-08-13,0.0077972709551656985
000777.XSHE,1.2434,38340.6562,41.7913,2018-08-13,-0.006422018348623879
002697.XSHE,0.2838,86402.4062,41.8188,2018-08-13,-0.006198347107438068
002343.XSHE,2.4357,32591.0469,41.8795,2018-08-13,-0.04513618677042802
002206.XSHE,1.026,91350.3828,41.9298,2018-08-13,-0.01742919389978215
600530.XSHG,0.2203,78000.0,41.964,2018-08-13,0.011152416356877252
000913.XSHE,0.5224,45353.6016,42.0428,2018-08-13,-0.0010787486515641627
300190.XSHE,0.3622,73546.3828,42.0685,2018-08-13,0.013986013986014
002097.XSHE,1.6196,60121.8008,42.0853,2018-08-13,0.0028571428571427964
000708.XSHE,0.5801,44940.8477,42.1096,2018-08-13,0.01600853788687285
000905.XSHE,0.6369,53100.0,42.3207,2018-08-13,0.016311166875784176
300221.XSHE,1.484,42337.25,42.3373,2018-08-13,-0.02400000000000001
600136.XSHG,1.4674,34431.0352,42.3502,2018-08-13,0.010569105691056973
300232.XSHE,1.0516,45155.6602,42.356,2018-08-13,0.0213219616204692
300202.XSHE,3.4961,41189.4102,42.4251,2018-08-13,-0.005825242718446477
603618.XSHG,0.281,68687.8906,42.5178,2018-08-13,0.0
601828.XSHG,1.8017,31500.0,42.525,2018-08-13,0.0037037037037037563
000070.XSHE,1.1544,54183.6992,42.5342,2018-08-13,0.006369426751592335
600713.XSHG,0.1994,89742.5625,42.538000000000004,2018-08-13,0.0021097046413501657
603260.XSHG,4.1357,7000.0,42.588,2018-08-13,0.0019723865877712787
000518.XSHE,0.2491,102953.5703,42.6228,2018-08-13,0.0
002523.XSHE,2.269,117500.3594,42.6526,2018-08-13,0.005509641873278242
000886.XSHE,0.7412,96534.2969,42.6682,2018-08-13,-0.006787330316742138
601113.XSHG,0.6266,64000.0,42.688,2018-08-13,-0.010494752623688198
001696.XSHE,0.4634,89199.2266,42.7264,2018-08-13,0.006263048016701514
300395.XSHE,1.5364,26627.9707,42.7645,2018-08-13,0.003735990037359821
600650.XSHG,0.5839,39056.0078,42.8054,2018-08-13,-0.0027372262773722052
600726.XSHG,0.2208,153467.5156,42.8174,2018-08-13,0.003584229390681087
601366.XSHG,0.4141,47502.8164,42.8475,2018-08-13,-0.01360544217687066
300034.XSHE,1.0274,42099.875,42.983999999999995,2018-08-13,0.00881488736532827
600780.XSHG,0.3505,114650.25,42.9938,2018-08-13,0.002666666666666609
300174.XSHE,0.1911,22015.8359,43.0189,2018-08-13,0.0127942681678608
002349.XSHE,0.3214,76337.1016,43.0541,2018-08-13,-0.0017730496453901906
002656.XSHE,0.0,44828.6094,43.0803,2018-08-13,0.0
000823.XSHE,4.2483,53692.0508,43.1147,2018-08-13,0.0099626400996263
000417.XSHE,0.2375,77902.7422,43.1581,2018-08-13,-0.0018050541516245106
002685.XSHE,0.3399,55999.9961,43.176,2018-08-13,0.0025940337224383365
002393.XSHE,0.3291,18179.8223,43.1953,2018-08-13,0.0033670033670034445
603603.XSHG,0.6017,23483.002,43.2792,2018-08-13,-0.0043407487791645065
600551.XSHG,0.4052,50582.5312,43.2986,2018-08-13,0.0046728971962617894
300352.XSHE,2.3725,104382.2422,43.3186,2018-08-13,0.016867469879518142
002181.XSHE,0.32,113431.6406,43.3309,2018-08-13,-0.007853403141361322
000680.XSHE,1.9055,105692.9922,43.3341,2018-08-13,0.02195121951219509
002479.XSHE,0.6211,79515.0938,43.3357,2018-08-13,0.0
600825.XSHG,0.3206,104488.7812,43.3628,2018-08-13,0.004819277108433846
002354.XSHE,1.8375,55458.9844,43.3689,2018-08-13,0.008951406649616404
603026.XSHG,1.2636,20268.0,43.3735,2018-08-13,0.008878504672897091
002039.XSHE,0.4025,30536.5586,43.3924,2018-08-13,0.002111189303307611
601890.XSHG,1.1321,95940.0,43.4608,2018-08-13,0.002207505518763945
600629.XSHG,0.3648,36181.332,43.49,2018-08-13,-0.004991680532445965
002326.XSHE,1.1386,52544.9844,43.5598,2018-08-13,0.014475271411338869
002412.XSHE,0.1251,28677.5,43.5898,2018-08-13,-0.001973684210526391
002621.XSHE,0.2521,25541.877,43.6255,2018-08-13,-0.012295081967213168
603167.XSHG,0.3556,48140.0,43.663000000000004,2018-08-13,-0.00220507166482906
603345.XSHG,1.1547,12284.9404,43.673,2018-08-13,-0.012376933895921377
002447.XSHE,5.8148,114983.6953,43.6938,2018-08-13,0.03157894736842096
603318.XSHG,0.6457,36205.5,43.7362,2018-08-13,-0.01986754966887419
000766.XSHE,2.2179,57348.8867,43.7572,2018-08-13,-0.020969855832241167
002677.XSHE,0.8251,28293.6055,43.7702,2018-08-13,0.007756948933419586
000687.XSHE,0.6097,52863.1992,43.7707,2018-08-13,0.0012077294685990082
300177.XSHE,5.2953,31353.9473,43.8955,2018-08-13,0.023571428571428577
600182.XSHG,0.6024,17000.0,43.979,2018-08-13,0.0057982218786239706
603012.XSHG,0.33399999999999996,63656.0,43.9863,2018-08-13,0.004341534008683104
600960.XSHG,1.6632,68012.8594,44.0043,2018-08-13,-0.015455950540958352
002283.XSHE,0.295,112547.8984,44.0062,2018-08-13,-0.010230179028133002
600652.XSHG,4.1098,83270.3516,44.05,2018-08-13,0.04536862003780722
600621.XSHG,1.0511,53525.0039,44.0511,2018-08-13,-0.007500000000000062
002867.XSHE,0.6039,16307.5947,44.0794,2018-08-13,0.006289308176100693
600077.XSHG,0.1827,134012.2344,44.09,2018-08-13,0.012158054711246213
600844.XSHG,0.0,82273.0625,44.0984,2018-08-13,0.0
002515.XSHE,0.5181,95454.5078,44.1,2018-08-13,-0.04978354978354968
002518.XSHE,0.6067,55387.9688,44.1442,2018-08-13,0.017565872020075243
600620.XSHG,0.8424,68667.7109,44.1533,2018-08-13,-0.010886469673405957
002550.XSHE,0.5429,90374.9922,44.1934,2018-08-13,-0.008179959100204507
002145.XSHE,0.9482,111607.6172,44.1966,2018-08-13,0.0075757575757575265
601689.XSHG,0.5831,24465.6133,44.2094,2018-08-13,-0.0005534034311011627
601188.XSHG,0.1084,131587.8594,44.2135,2018-08-13,-0.014880952380952462
300079.XSHE,1.0334,120915.4688,44.2551,2018-08-13,0.008196721311475478
000558.XSHE,0.5497,128832.8281,44.3185,2018-08-13,-0.014534883720930309
600723.XSHG,0.3647,65806.9531,44.3539,2018-08-13,0.0
600814.XSHG,0.3356,71502.6797,44.4032,2018-08-13,-0.0016103059581320108
600146.XSHG,0.0,20000.0,44.44,2018-08-13,0.0
000603.XSHE,0.0,41074.6875,44.4839,2018-08-13,0.0
603660.XSHG,0.9391,23752.5586,44.4885,2018-08-13,0.010144153764015016
002192.XSHE,0.9725,23699.1738,44.507,2018-08-13,-0.006922257720979712
300038.XSHE,4.3139,40999.5977,44.5256,2018-08-13,0.011049723756906006
002327.XSHE,0.7143,51956.3242,44.5785,2018-08-13,0.008158508158508191
601137.XSHG,0.2116,56392.8555,44.6067,2018-08-13,-0.007585335018963288
002642.XSHE,1.5844,49575.7305,44.6182,2018-08-13,0.013333333333333246
002079.XSHE,0.9129999999999999,72592.7188,44.6445,2018-08-13,0.009756097560975693
300078.XSHE,2.8353,48745.6953,44.6511,2018-08-13,0.012008733624454086
600668.XSHG,2.177,34408.3828,44.6965,2018-08-13,-0.003079291762894469
300396.XSHE,0.3324,24710.2383,44.7008,2018-08-13,-0.0016583747927032134
603601.XSHG,0.226,54061.1758,44.7086,2018-08-13,0.014510278113663753
600227.XSHG,1.1482,124540.0859,44.7099,2018-08-13,0.0
601028.XSHG,0.2741,78302.5781,44.7891,2018-08-13,-0.003496503496503577
300137.XSHE,1.3363,47389.4531,44.8304,2018-08-13,0.010570824524313046
300353.XSHE,6.3317,35109.3359,44.8697,2018-08-13,0.027386541471048485
002010.XSHE,0.7811,41281.7188,44.9145,2018-08-13,0.002757352941176575
600829.XSHG,1.4796,57988.8594,44.9414,2018-08-13,0.009032258064516166
002305.XSHE,0.27399999999999997,162263.4531,44.946999999999996,2018-08-13,-0.0036101083032490213
300267.XSHE,0.5141,110531.5781,44.9864,2018-08-13,0.0024570024570026226
600449.XSHG,1.1938,47818.1055,44.9968,2018-08-13,0.0031880977683314943
603818.XSHG,0.1739,48412.0,45.0232,2018-08-13,0.0010752688172044693
002632.XSHE,2.1233,55439.9961,45.0727,2018-08-13,0.023370233702337068
300128.XSHE,1.5789,106571.6719,45.0798,2018-08-13,-0.002364066193853377
000652.XSHE,0.2768,147416.3125,45.2568,2018-08-13,0.0
002083.XSHE,0.2234,86617.25,45.3008,2018-08-13,0.001912045889101468
002628.XSHE,6.8301,72535.1172,45.3344,2018-08-13,0.0015999999999999658
600841.XSHG,0.2931,52189.2539,45.3525,2018-08-13,-0.0195627157652474
603228.XSHG,1.4787,8108.8003,45.385,2018-08-13,0.01947471859924953
603881.XSHG,2.0031,12784.4561,45.4743,2018-08-13,0.013213382063536656
603306.XSHG,0.1241,27654.9004,45.4923,2018-08-13,0.006686930091185376
600662.XSHG,1.1466,105336.2188,45.5052,2018-08-13,-0.00462962962962953
002158.XSHE,0.6848,53038.1133,45.5067,2018-08-13,0.00466200466200477
002121.XSHE,1.0345,79289.1094,45.5912,2018-08-13,-0.0347826086956522
300307.XSHE,0.3368,79322.3281,45.6897,2018-08-13,-0.003472222222222303
002509.XSHE,1.5787,164512.7344,45.7345,2018-08-13,-0.007220216606498201
300085.XSHE,1.6594,41361.1602,45.7454,2018-08-13,0.028028933092224283
002698.XSHE,0.2496,53134.5508,45.802,2018-08-13,0.0046403712296982785
600168.XSHG,0.2425,70956.9688,45.8382,2018-08-13,-0.004643962848297253
001965.XSHE,0.6341,55481.3633,45.8831,2018-08-13,-0.010882708585247869
002650.XSHE,0.0,94540.1797,45.9465,2018-08-13,0.0
300208.XSHE,0.9963,57907.25,45.9784,2018-08-13,-0.006297229219143554
600510.XSHG,0.0586,79552.2734,45.9812,2018-08-13,-0.003460207612456673
600187.XSHG,2.0642,145562.4219,45.9977,2018-08-13,0.012658227848101276
002123.XSHE,0.4199,54710.1055,46.0659,2018-08-13,0.002375296912113964
600084.XSHG,1.6403,112372.6797,46.0728,2018-08-13,-0.02439024390243916
600901.XSHG,2.1728,63999.9688,46.08,2018-08-13,0.0
600908.XSHG,0.5834,80433.0625,46.0881,2018-08-13,0.0
600568.XSHG,1.6380000000000001,156494.8281,46.166000000000004,2018-08-13,-0.0067796610169491575
300102.XSHE,2.0151,68248.6953,46.2044,2018-08-13,0.01624815361890686
600707.XSHG,0.3251,73603.7656,46.2232,2018-08-13,0.011146496815286669
600468.XSHG,0.4436,79843.0938,46.2292,2018-08-13,0.008635578583765081
000719.XSHE,0.1506,66714.7578,46.2333,2018-08-13,0.0086580086580086
000751.XSHE,0.3973,140986.5312,46.3846,2018-08-13,-0.003039513677811485
600517.XSHG,0.5206,124452.2266,46.4207,2018-08-13,-0.029490616621983882
600681.XSHG,0.5721,32745.5879,46.4987,2018-08-13,-0.004225352112676092
002113.XSHE,0.0,80492.8359,46.5249,2018-08-13,0.0
600292.XSHG,0.3601,78081.6875,46.5367,2018-08-13,0.0033557046979865056
002644.XSHE,0.19,51065.6992,46.5719,2018-08-13,0.009868421052631565
002459.XSHE,0.0,38698.5312,46.593,2018-08-13,0.0
000759.XSHE,0.2284,68057.5547,46.6194,2018-08-13,0.01313868613138684
002346.XSHE,0.3019,39110.7734,46.6983,2018-08-13,-0.011725293132328356
300568.XSHE,3.742,12870.8564,46.7341,2018-08-13,0.013494904984852712
300457.XSHE,0.9028,18823.4336,46.7762,2018-08-13,0.013682092555331985
002428.XSHE,1.1181,64414.9102,46.8296,2018-08-13,-0.00412654745529577
300458.XSHE,4.225,20550.7422,46.8351,2018-08-13,0.034664326458973195
000801.XSHE,0.6702,102280.6641,46.8445,2018-08-13,-0.028384279475982512
002003.XSHE,0.1502,62214.3047,46.8474,2018-08-13,0.006640106241699843
300229.XSHE,1.2972,44688.6641,46.9231,2018-08-13,0.010476190476190422
300342.XSHE,0.4242,39333.1523,46.9638,2018-08-13,-0.0016750418760470144
601226.XSHG,0.1879,115500.0,47.0085,2018-08-13,0.014742014742014862
000155.XSHE,0.8982,93720.0,47.0474,2018-08-13,0.003984063745019836
600105.XSHG,1.8322,122849.1016,47.0512,2018-08-13,0.018276762402088847
600251.XSHG,2.0355,78484.2031,47.0905,2018-08-13,-0.009999999999999934
002585.XSHE,1.0037,85219.2188,47.1262,2018-08-13,-0.039783001808318216
600391.XSHG,0.958,33012.9375,47.1425,2018-08-13,0.0119047619047619
600805.XSHG,0.4865,85027.5391,47.1903,2018-08-13,-0.005405405405405451
300409.XSHE,2.3253,24263.7637,47.2173,2018-08-13,0.02055498458376167
603001.XSHG,0.2539,40098.0,47.2755,2018-08-13,0.005937234944868406
000965.XSHE,0.6806,110983.0859,47.2788,2018-08-13,0.002347417840375537
000043.XSHE,0.24,66680.7188,47.3433,2018-08-13,-0.002816901408450769
300094.XSHE,0.9284,74644.6797,47.3994,2018-08-13,0.003149606299212532
600172.XSHG,0.5839,116241.2266,47.4264,2018-08-13,-0.03921568627450984
600496.XSHG,0.8452,151044.5156,47.428000000000004,2018-08-13,0.0
600211.XSHG,0.6694,14558.9004,47.4329,2018-08-13,0.004297114794352381
300628.XSHE,2.9549,7468.0,47.4815,2018-08-13,0.009908776344762431
000791.XSHE,0.6864,97108.9922,47.4863,2018-08-13,0.0061349693251532425
600429.XSHG,0.1678,88500.0,47.5245,2018-08-13,-0.005586592178770996
600724.XSHG,0.0,144494.2656,47.5386,2018-08-13,0.0
000736.XSHE,0.2153,44579.082,47.5659,2018-08-13,0.011246485473289523
300077.XSHE,8.3706,54094.1719,47.6029,2018-08-13,0.026136363636363683
600676.XSHG,0.4715,96204.5312,47.6212,2018-08-13,0.0
002386.XSHE,0.9974,67167.9844,47.6221,2018-08-13,0.0028208744710859768
300529.XSHE,1.1149,10696.4785,47.6849,2018-08-13,-0.016150740242261083
002073.XSHE,0.5844,81894.1406,47.7443,2018-08-13,0.008576329331046281
002063.XSHE,2.496,74915.125,47.7959,2018-08-13,0.012539184952978068
600776.XSHG,1.3753,95600.0078,47.8,2018-08-13,0.009999999999999964
603566.XSHG,0.1566,32149.5996,47.8065,2018-08-13,-0.0013449899125757465
002036.XSHE,0.6878,39504.4375,47.8794,2018-08-13,0.023102310231023045
000903.XSHE,0.3509,175753.7188,47.9808,2018-08-13,0.0036630036630035854
002916.XSHE,11.446,7000.0,47.998999999999995,2018-08-13,-0.00043750911477324114
300156.XSHE,2.043,72180.0,47.9997,2018-08-13,-0.06165413533834575
603308.XSHG,0.5408,40001.0,48.0012,2018-08-13,0.006666666666666672
002711.XSHE,1.3477,104853.0703,48.0227,2018-08-13,-0.0021834061135370714
002480.XSHE,0.6944,63883.2617,48.0402,2018-08-13,-0.03058510638297878
600425.XSHG,2.1924,137879.0156,48.1198,2018-08-13,0.0028653295128940486
600890.XSHG,0.3743,57919.4922,48.18899999999999,2018-08-13,-0.004807692307692205
600986.XSHG,7.926,75663.0703,48.1974,2018-08-13,0.043956043956044
002261.XSHE,6.3665,97201.4766,48.2119,2018-08-13,0.006048387096774244
600198.XSHG,0.7219,87532.5703,48.31800000000001,2018-08-13,-0.03804347826086972
600035.XSHG,0.2628,149139.5,48.3212,2018-08-13,0.003086419753086491
002839.XSHE,1.8155,84164.1562,48.3944,2018-08-13,-0.008695652173913012
300147.XSHE,0.4839,66039.8984,48.4072,2018-08-13,0.012278308321964507
600595.XSHG,0.3755,174154.0469,48.4148,2018-08-13,0.0
002484.XSHE,0.5301,76049.6641,48.4436,2018-08-13,-0.003139717425431644
300685.XSHE,0.7952,9110.1602,48.5116,2018-08-13,0.017840375586854515
600693.XSHG,0.3002,89724.7578,48.5411,2018-08-13,0.0018484288354897946
600531.XSHG,0.6068,109024.2656,48.6248,2018-08-13,-0.011210762331838523
600862.XSHG,0.5577,79070.3594,48.6283,2018-08-13,0.006504065040650412
600691.XSHG,0.6027,175639.0938,48.652,2018-08-13,-0.028880866425992805
600246.XSHG,0.3399,121680.0,48.672,2018-08-13,0.0
300365.XSHE,1.5733,21857.5508,48.7205,2018-08-13,0.01839389860924182
002707.XSHE,0.6231,50967.5547,48.725,2018-08-13,-0.0240585774058576
002043.XSHE,0.6454,69369.3281,48.7666,2018-08-13,-0.008534850640113742
600055.XSHG,0.677,48484.8008,48.7757,2018-08-13,0.018886679920477264
300661.XSHE,0.9347,4212.1929,48.8404,2018-08-13,0.02526951272100049
600888.XSHG,0.6027,83359.3672,48.8486,2018-08-13,0.005119453924914718
000572.XSHE,0.3627,164215.1406,48.9361,2018-08-13,0.0
600210.XSHG,0.2879,151673.6094,48.9906,2018-08-13,0.0061919504643962895
600846.XSHG,1.3607,62476.1523,49.0438,2018-08-13,0.0076433121019107795
603116.XSHG,0.1583,57232.0,49.1051,2018-08-13,0.0011655011655011403
000762.XSHE,2.3284,47595.1172,49.1658,2018-08-13,0.007744433688286551
300083.XSHE,0.5642,119081.1875,49.1805,2018-08-13,0.0
300204.XSHE,0.1282,46670.25,49.1904,2018-08-13,-0.003795066413662327
603599.XSHG,0.1793,37242.6523,49.1975,2018-08-13,-0.006813020439061306
300121.XSHE,2.0417,35673.3945,49.3363,2018-08-13,-0.007953723788864745
000852.XSHE,3.2523,59815.7695,49.348,2018-08-13,-0.04606060606060616
002462.XSHE,0.4616,24931.7832,49.3899,2018-08-13,0.010600706713780779
002226.XSHE,0.0,91127.8984,49.3913,2018-08-13,0.0
002926.XSHE,1.8385,52500.0,49.4025,2018-08-13,-0.003201707577374721
300595.XSHE,0.9516,13680.3945,49.4273,2018-08-13,0.02297259894824261
600602.XSHG,0.2335,87957.2578,49.431999999999995,2018-08-13,0.012455516014234927
000639.XSHE,0.2839,52730.3945,49.5138,2018-08-13,0.015974440894568728
603877.XSHG,1.2089,19876.5996,49.5722,2018-08-13,-0.020048115477145148
300258.XSHE,0.136,37465.4531,49.7541,2018-08-13,0.00451807228915653
600990.XSHG,2.7701,13670.2041,49.8142,2018-08-13,0.00027442371020850744
002264.XSHE,1.4365,60164.6953,49.8164,2018-08-13,-0.01932367149758456
300185.XSHE,0.523,274142.9688,49.894,2018-08-13,0.0
603869.XSHG,0.5146,26810.541,49.9748,2018-08-13,0.02521459227467805
000034.XSHE,0.8274,35796.9922,50.0442,2018-08-13,-0.0014306151645207133
002534.XSHE,0.3391,72760.0781,50.0589,2018-08-13,0.005813953488372097
600586.XSHG,0.2942,144413.5625,50.1115,2018-08-13,-0.0028818443804033964
603111.XSHG,1.6635,73838.3281,50.1362,2018-08-13,0.011782032400589112
601368.XSHG,0.129,73581.0859,50.1823,2018-08-13,0.0014662756598241458
002098.XSHE,0.0,30999.6797,50.5605,2018-08-13,0.0
002600.XSHE,2.5599,129722.7266,50.5919,2018-08-13,0.010256410256410263
002094.XSHE,0.5870000000000001,59856.6953,50.6388,2018-08-13,0.04255319148936184
600322.XSHG,0.2195,110570.0,50.6411,2018-08-13,0.015283842794759887
603444.XSHG,1.3771,4124.8208,50.8137,2018-08-13,-0.0450523581459535
601388.XSHG,0.6115,202540.0,50.8375,2018-08-13,0.003984063745019836
002681.XSHE,0.6183,101072.2188,50.8393,2018-08-13,0.017892644135188842
600345.XSHG,5.3559,19800.0,50.886,2018-08-13,0.01867704280155644
600609.XSHG,0.4819,109266.7109,50.9183,2018-08-13,-0.00214592274678107
300233.XSHE,0.2037,35503.7695,51.1254,2018-08-13,-0.01249999999999998
002614.XSHE,0.836,28876.2285,51.2264,2018-08-13,0.023111612175873743
601677.XSHG,0.4320000000000001,49793.3086,51.3369,2018-08-13,-0.014548981571290044
002631.XSHE,0.8426,64669.6914,51.3477,2018-08-13,-0.01007556675062962
600285.XSHG,1.0023,53543.4609,51.3482,2018-08-13,0.01772679874869655
300219.XSHE,0.375,54376.75,51.386,2018-08-13,0.0243386243386242
002222.XSHE,1.2690000000000001,42144.2344,51.416000000000004,2018-08-13,0.003278688524590094
002436.XSHE,0.0,119878.9375,51.4281,2018-08-13,0.0
600200.XSHG,0.4552,71527.6875,51.4284,2018-08-13,0.005563282336578586
603501.XSHG,0.0,13656.5,51.4304,2018-08-13,0.0
600360.XSHG,2.4617,73827.7969,51.458,2018-08-13,0.015781922525107524
002517.XSHE,2.2093,87446.7344,51.5936,2018-08-13,0.02203389830508488
600859.XSHG,1.2355,30520.8184,51.6107,2018-08-13,0.007687758722649261
002570.XSHE,0.5021,102218.7266,51.6205,2018-08-13,-0.003960396039604052
600422.XSHG,0.40399999999999997,67586.0469,51.6357,2018-08-13,0.0
002370.XSHE,0.6227,40800.0,51.7344,2018-08-13,0.013406940063091477
002442.XSHE,0.2309,47955.2266,51.7437,2018-08-13,0.00185356811862832
603008.XSHG,0.3975,31956.0,51.7687,2018-08-13,0.006172839506172708
600894.XSHG,0.4095,85994.6875,51.7688,2018-08-13,0.004983388704318832
000552.XSHE,0.5619,155743.875,51.8627,2018-08-13,0.009009009009009084
002256.XSHE,3.8536,125289.8984,51.87,2018-08-13,0.021739130434782573
600284.XSHG,0.6321,97025.6016,51.9087,2018-08-13,-0.0018691588785047992
002364.XSHE,0.7617,51534.0352,51.9978,2018-08-13,0.0109018830525272
000553.XSHE,0.8461,36389.7344,52.0009,2018-08-13,-0.004216444132115161
002400.XSHE,1.3971,165710.1719,52.033,2018-08-13,0.012738853503184723
002522.XSHE,0.5484,85147.9844,52.1106,2018-08-13,0.006535947712418306
002318.XSHE,0.8598,82077.1562,52.119,2018-08-13,-0.007874015748031609
300388.XSHE,1.1665,53364.2461,52.1369,2018-08-13,0.006141248720573053
600963.XSHG,0.861,104315.9141,52.158,2018-08-13,-0.009999999999999964
300224.XSHE,0.6332,73605.9453,52.1866,2018-08-13,-0.021156558533145325
300747.XSHE,15.8024,3200.0,52.256,2018-08-13,0.053398652786282905
000035.XSHE,0.4216,128108.9531,52.2685,2018-08-13,-0.026960784313725568
603636.XSHG,0.0,52270.9844,52.271,2018-08-13,0.0
000536.XSHE,0.3936,200305.3906,52.48,2018-08-13,-0.003816793893129689
002048.XSHE,0.4711,46055.082,52.5028,2018-08-13,-0.02017543859649127
600481.XSHG,0.1771,162049.5781,52.5041,2018-08-13,-0.0030864197530863537
002068.XSHE,2.1475,60699.9453,52.6269,2018-08-13,-0.010380622837370226
002423.XSHE,0.624,50298.6562,52.6627,2018-08-13,-0.0009551098376313072
300236.XSHE,3.0315,19021.8555,52.6715,2018-08-13,0.0238353196099675
002709.XSHE,2.0628,19361.4453,52.7212,2018-08-13,-0.004774146162320933
603979.XSHG,0.5071,58500.0,52.766999999999996,2018-08-13,0.0
000665.XSHE,0.5095,63616.0156,52.8013,2018-08-13,0.0036144578313254383
603555.XSHG,0.9571,62860.2148,52.8026,2018-08-13,-0.005952380952380825
603108.XSHG,0.3992,50828.2109,52.8105,2018-08-13,0.0
002029.XSHE,0.3361,75482.4531,52.9132,2018-08-13,-0.00855920114122689
600545.XSHG,0.2456,67578.5781,52.913999999999994,2018-08-13,0.0012771392081736635
300118.XSHE,1.7378,69194.1094,52.9335,2018-08-13,0.009150326797385658
600300.XSHG,0.6384,167200.0,53.0024,2018-08-13,-0.00946372239747642
002161.XSHE,1.8868,69837.2422,53.0065,2018-08-13,-0.009222661396574478
601002.XSHG,2.1156,79269.0,53.03100000000001,2018-08-13,-0.0014947683109117766
600587.XSHG,0.2258,40346.668,53.0559,2018-08-13,-0.002281368821292727
000666.XSHE,0.0,29351.877,53.0682,2018-08-13,0.0
600025.XSHG,1.1239,180000.0,53.1,2018-08-13,0.0
002468.XSHE,1.2419,33177.6016,53.1173,2018-08-13,-0.004372267332916722
002675.XSHE,1.9587,57784.6875,53.1619,2018-08-13,-0.011956521739130569
600184.XSHG,0.325,41876.082,53.1826,2018-08-13,0.0015748031496062658
002059.XSHE,0.0,73079.2578,53.2017,2018-08-13,0.0
002117.XSHE,1.3943,36367.0898,53.2051,2018-08-13,0.015037593984962447
000727.XSHE,0.4866,293065.5,53.3379,2018-08-13,0.010989010989011
600278.XSHG,2.8312,52224.1758,53.3731,2018-08-13,-0.021526418786692647
002080.XSHE,0.6637,64000.0,53.37600000000001,2018-08-13,-0.010791366906474805
002716.XSHE,0.0,54235.543,53.422,2018-08-13,0.0
600351.XSHG,0.7394,69200.0,53.4224,2018-08-13,-0.003886010362694333
600318.XSHG,0.0,48400.0,53.4336,2018-08-13,0.0
000990.XSHE,0.7993,38768.2734,53.4615,2018-08-13,-0.0007251631617114985
300020.XSHE,1.2295,61866.1406,53.5761,2018-08-13,0.008083140877598186
002607.XSHE,5.5001,70531.5156,53.604,2018-08-13,-0.03947368421052641
600617.XSHG,0.196,89841.4375,53.6353,2018-08-13,0.005025125628140597
600790.XSHG,0.3099,146579.0938,53.6479,2018-08-13,0.0
000096.XSHE,0.3496,51084.8008,53.6901,2018-08-13,0.0
600742.XSHG,0.1725,50765.6172,53.7608,2018-08-13,0.0009442870632672133
002011.XSHE,0.0,84024.4375,53.7756,2018-08-13,0.0
002695.XSHE,0.5719,45342.1133,53.8211,2018-08-13,-0.016006739679865316
300327.XSHE,1.8496,22858.4648,53.8545,2018-08-13,0.002122241086587316
000408.XSHE,1.1486,44664.9883,53.9553,2018-08-13,0.021523178807947
002215.XSHE,1.8053,72455.7266,53.9795,2018-08-13,-0.05637583892617449
603456.XSHG,0.6781,80095.3594,53.9843,2018-08-13,0.013353115727002946
000969.XSHE,0.9787,90607.9609,54.0023,2018-08-13,0.016778523489932827
000927.XSHE,0.2868,159517.0938,54.0763,2018-08-13,-0.005899705014749268
603816.XSHG,1.4177,8910.0,54.0837,2018-08-13,-0.014662273476112037
600129.XSHG,0.3003,42689.3984,54.0875,2018-08-13,0.0071033938437253235
600433.XSHG,0.4138,127131.5469,54.158,2018-08-13,-0.009389671361502356
002245.XSHE,0.7832,91440.4922,54.2242,2018-08-13,0.01349072512647556
000836.XSHE,2.3511,120844.8047,54.2593,2018-08-13,0.03563474387527843
600708.XSHG,0.9517,128555.7344,54.3791,2018-08-13,0.011820330969267306
600590.XSHG,0.3693,81276.5469,54.4553,2018-08-13,0.007462686567164151
300298.XSHE,1.9594,37046.8242,54.4588,2018-08-13,-0.030612244897959263
300053.XSHE,1.6154,49414.3516,54.7017,2018-08-13,0.007226738934056014
002055.XSHE,0.4947,42650.0859,54.7627,2018-08-13,0.0077881619937694435
601010.XSHG,0.1523,184800.0,54.8856,2018-08-13,-0.003367003367003295
002683.XSHE,0.7478,59582.6875,54.9352,2018-08-13,0.0010845986984815387
603113.XSHG,2.5544,33186.5273,54.9901,2018-08-13,-0.050090525045262416
600151.XSHG,0.6156,138869.5781,55.1312,2018-08-13,-0.002518891687657377
600331.XSHG,0.6096,203200.0,55.2704,2018-08-13,-0.0036764705882352156
002611.XSHE,2.7029,102768.6562,55.2895,2018-08-13,-0.014869888475836444
000592.XSHE,0.5069,191332.4062,55.2951,2018-08-13,0.0034602076124568273
600966.XSHG,0.7028,133684.4219,55.3454,2018-08-13,-0.007246376811594264
300187.XSHE,0.0,59670.1562,55.4336,2018-08-13,0.0
600063.XSHG,0.6843,192589.4688,55.4658,2018-08-13,0.013888888888888902
300110.XSHE,0.314,117799.7734,55.4837,2018-08-13,0.00636942675159241
000861.XSHE,1.0555,202011.9844,55.5533,2018-08-13,0.02181818181818184
002263.XSHE,0.0,187833.9375,55.5988,2018-08-13,0.0
002741.XSHE,0.5216,37138.3047,55.7075,2018-08-13,0.01199999999999998
002812.XSHE,0.9295,12708.9502,55.7415,2018-08-13,0.01915184678522564
300284.XSHE,1.5468,51424.4258,55.7441,2018-08-13,-0.0009225092250922313
600261.XSHG,0.3137,145210.2969,55.7608,2018-08-13,0.00781249999999995
