fr,fru,frd,code,date
0.2717068489137425,0.9817969670049114,-0.096107605051219,000407.XSHE,2018-08-21
-0.2906196602840846,-0.5285449159957936,0.607485757868577,000408.XSHE,2018-08-21
0.2284613786164775,0.1428978866636315,-0.14754228169477365,000409.XSHE,2018-08-21
0.278807140099631,0.3653205015947521,0.11989483133625359,000410.XSHE,2018-08-21
0.5430871097689322,-0.49319385835810214,0.6844211308875014,000411.XSHE,2018-08-21
0.3194045913122417,0.2916387871600467,-0.082159266105298,000413.XSHE,2018-08-21
0.0026763931018437973,-0.20799634870548023,-0.30310038603865713,000415.XSHE,2018-08-21
0.29942080925469233,0.3712089216501422,-0.9506042366298542,000416.XSHE,2018-08-21
0.10937362666902671,-0.17538571009937062,0.32343427546213943,000417.XSHE,2018-08-21
-0.1103165127095406,0.09184110006973577,-0.9705380365636345,000418.XSHE,2018-08-21
0.07640245905134445,0.47229328131765097,-0.04215632981381561,000419.XSHE,2018-08-21
0.42925448731219606,0.9297949281178365,-0.898157332261223,000420.XSHE,2018-08-21
0.22406526026288182,-0.26497538326494585,0.5260307942827188,000421.XSHE,2018-08-21
0.3000562364368685,0.461761012035028,0.6127901405734972,000422.XSHE,2018-08-21
-0.2866597041637573,0.009919657029545207,-0.11455012507957688,000423.XSHE,2018-08-21
0.2715570576475675,-0.007352851143913334,-0.22174118547923918,000425.XSHE,2018-08-21
0.28438130498934855,0.3260886304149574,0.12843645297190678,000428.XSHE,2018-08-21
-0.20784339683875683,0.1874376389764156,0.24088504383791345,000429.XSHE,2018-08-21
0.223037320661184,0.15282104405957486,0.5154395074415511,000430.XSHE,2018-08-21
-0.13830677872501476,-0.4354211108404015,0.048490928439065065,000488.XSHE,2018-08-21
0.21341251628973185,0.5940957692859026,-0.6189384339021492,000498.XSHE,2018-08-21
0.14897632863996307,-0.24097773553348822,-0.10396614905938878,000501.XSHE,2018-08-21
-0.12416610152324675,0.06531368973373107,-0.05853432021474053,000502.XSHE,2018-08-21
-0.18956836353199877,-0.09085783804430451,0.1689033122797153,000503.XSHE,2018-08-21
0.10850367538977959,0.3996600718282996,-0.7988813417848855,000504.XSHE,2018-08-21
0.28811345826860446,-0.1923389606988122,-0.3599959621246141,000505.XSHE,2018-08-21
-0.1086924225656922,0.3233934333895296,-0.24521898525473104,000506.XSHE,2018-08-21
0.10739881416127033,-0.542398009240523,-0.03224632045434551,000507.XSHE,2018-08-21
0.18788207959691336,0.8852727779291752,0.0525125789969074,000509.XSHE,2018-08-21
0.24636251338674833,-0.3475396312746464,0.49855331118470625,000510.XSHE,2018-08-21
-0.7895922673164226,0.03892145507515724,-0.7649748254063107,000513.XSHE,2018-08-21
0.5486067256721533,0.602811976988042,-0.3373076046104248,000514.XSHE,2018-08-21
0.3102527551085885,0.11520014872747633,0.31303808879777795,000516.XSHE,2018-08-21
0.46247859865837254,0.5252300846458531,-0.4886788133655769,000517.XSHE,2018-08-21
0.42292193781524495,0.857935087703513,0.31948015869156876,000518.XSHE,2018-08-21
0.5470374417779648,0.47906593619359894,0.14669462928008475,000519.XSHE,2018-08-21
0.11187613408030982,0.8871089222859876,-0.12691462335012843,000520.XSHE,2018-08-21
0.4143749770233151,-0.2629780213112715,0.06274542344779449,000521.XSHE,2018-08-21
0.06441816287637785,0.5209135637150669,0.8072271696070388,000523.XSHE,2018-08-21
-0.018235526705791233,-0.3682095655541401,-0.46657550290732247,000524.XSHE,2018-08-21
-0.22180497798219673,-0.3300426177252927,-0.17276950112758538,000525.XSHE,2018-08-21
-0.17202119938542967,-0.2639865046964656,-0.33288006075264265,000528.XSHE,2018-08-21
0.5319886508517077,0.4369219873484771,0.483442105134933,000529.XSHE,2018-08-21
0.6113902782158754,0.3315417264912303,0.3350383443304155,000530.XSHE,2018-08-21
-0.26917390947262637,-0.16278716765400233,0.5503681426952441,000531.XSHE,2018-08-21
0.34551506090164086,0.7443576041363121,0.03578538933607762,000532.XSHE,2018-08-21
0.039693673529279924,0.6973252311820038,-0.19603294282217887,000533.XSHE,2018-08-21
0.4853645699465817,0.9077620162341464,0.5634300722803716,000534.XSHE,2018-08-21
0.2016532211355639,-0.2815554957627377,0.2503347848342195,000536.XSHE,2018-08-21
0.4402966181377774,0.1921335177060002,-0.9127890749352932,000537.XSHE,2018-08-21
-0.4691494933105818,0.6336393075517367,-0.760588316271257,000538.XSHE,2018-08-21
-0.19110363952111317,-0.04504449773522494,-0.10002789859879177,000539.XSHE,2018-08-21
-0.01961500043960308,0.35900707660911063,-0.49981774951994773,000541.XSHE,2018-08-21
-0.13374022238400152,0.6901090476255305,-0.17455484155481116,000543.XSHE,2018-08-21
0.4496429225052486,0.6855453254106713,0.5249528255017613,000544.XSHE,2018-08-21
-0.07847702064556929,-0.17224276181577988,-0.9947960635931409,000546.XSHE,2018-08-21
-0.04645096670878858,0.9248252867925764,-0.31580309597191963,000547.XSHE,2018-08-21
0.34673872866077204,0.7004273432623097,-0.35303174514972585,000548.XSHE,2018-08-21
-0.11500029320993108,0.3987870773726806,-0.25745709706768166,000550.XSHE,2018-08-21
-0.0077052898293173445,0.5892285692368913,0.3051796723612735,000551.XSHE,2018-08-21
0.39406050124298236,0.01449964346779018,0.02853896894736345,000552.XSHE,2018-08-21
0.2854599179153581,-0.21760374946147018,0.4009968837176417,000553.XSHE,2018-08-21
-0.054118244342104535,-0.33239085791923473,-0.7892844266280823,000554.XSHE,2018-08-21
0.44019630611675276,0.296205027686906,0.23493478151905897,000555.XSHE,2018-08-21
0.6339305780842014,0.7508431397424883,0.5665184557609912,000557.XSHE,2018-08-21
0.28566181576548444,-0.19716937382922584,-0.678892051214295,000558.XSHE,2018-08-21
-0.28422797159492363,-0.27623653683220556,-0.814997163046916,000559.XSHE,2018-08-21
0.1017671784200273,-0.21890499538217298,-0.44359859654697825,000560.XSHE,2018-08-21
-0.1470450738073841,-0.21125582240920707,0.06587743113812433,000561.XSHE,2018-08-21
0.3043874936618858,-0.31586909481801195,-0.9687863722068146,000563.XSHE,2018-08-21
0.2063914041405342,-0.31350402489466855,-0.5319682583551574,000564.XSHE,2018-08-21
0.07372834887436477,0.03801335036258997,-0.2908979527329146,000565.XSHE,2018-08-21
0.0704377873213239,-0.4297671544441254,-0.30408461947893495,000566.XSHE,2018-08-21
0.4360196214478527,0.5166247457113258,-0.2955414845259125,000567.XSHE,2018-08-21
0.12958327390162627,-0.3487141285849024,0.23342342805474348,000568.XSHE,2018-08-21
0.44892168590138226,0.35859655906450083,0.23574177944578487,000570.XSHE,2018-08-21
0.5090263675000257,0.796967609410353,-0.8597415417564775,000571.XSHE,2018-08-21
-0.20167110190407977,0.08971979932691776,-0.737632062333003,000572.XSHE,2018-08-21
0.5246079070305789,0.3712311013848375,0.7792782697945111,000573.XSHE,2018-08-21
0.1770651962607735,0.25823197021030264,-0.5599262455166619,000576.XSHE,2018-08-21
-0.20644743301023574,0.09300104001601392,-0.5014640567826488,000581.XSHE,2018-08-21
0.4116575955345393,0.2506851795210279,0.44909819942461404,000582.XSHE,2018-08-21
0.4106171700361438,0.7276938215753345,-0.2649712381548883,000584.XSHE,2018-08-21
0.3425055261306032,0.18295254977956787,-0.05424258832907722,000585.XSHE,2018-08-21
0.2384319686899773,-0.12799381319721637,0.6936528417489569,000586.XSHE,2018-08-21
0.12681459185020694,0.6166274558997201,-0.4776091287256035,000587.XSHE,2018-08-21
0.30351367323107026,0.6048119908459272,-0.40953119668636007,000589.XSHE,2018-08-21
0.21543786448781063,0.113711804539676,-0.2664154066052277,000590.XSHE,2018-08-21
0.5512287358285168,0.08770298330502865,-0.2848301935166255,000591.XSHE,2018-08-21
0.215449751540259,0.7213880181199658,-0.019061876342488605,000592.XSHE,2018-08-21
0.2659822124505575,0.14247351792786375,0.31071651454519994,000593.XSHE,2018-08-21
0.34362205653133276,0.4339840450437056,0.5442800227640583,000595.XSHE,2018-08-21
-0.4372724215030199,-0.1471104982261577,-0.002529673835389283,000596.XSHE,2018-08-21
0.5406497165471893,0.5649551267928696,0.7833827739178026,000597.XSHE,2018-08-21
0.10242672799381325,-0.6097235964032353,0.35427437970851133,000598.XSHE,2018-08-21
0.4763966465108737,-0.49502931002115397,-0.11933485028289433,000599.XSHE,2018-08-21
0.10536760582014246,-0.32424056601900886,-0.9438110638566194,000600.XSHE,2018-08-21
0.13267826855390924,0.5716890317024067,-0.08166581701439225,000601.XSHE,2018-08-21
-0.0470248457012281,-0.31749810597489203,0.24166148006102167,000605.XSHE,2018-08-21
0.24302909251701627,0.8638167731734567,0.054189211418432484,000606.XSHE,2018-08-21
0.47735683748315405,0.29439703538005213,0.23185675060526223,000607.XSHE,2018-08-21
-0.37929687709169985,-0.8075023508435448,-0.5344563630534926,000608.XSHE,2018-08-21
0.33221036002868587,-0.3715627177003987,0.3310877845857521,000609.XSHE,2018-08-21
0.5528427994160385,0.5524559189082853,0.6799698271420015,000610.XSHE,2018-08-21
0.4534648157810377,0.40342038151700854,-0.14504583129698115,000612.XSHE,2018-08-21
0.10555823602611321,-0.003984617051020814,-0.4149945975333478,000613.XSHE,2018-08-21
0.38780044820568216,0.4706609992675543,-0.07767197172312948,000615.XSHE,2018-08-21
-0.11812277573276136,0.3379043177855188,-0.7693876771862392,000616.XSHE,2018-08-21
0.05887246248219509,0.2711875010890895,-0.2009766815805269,000617.XSHE,2018-08-21
0.21236946540607515,-0.651224706333174,0.04983065682873503,000619.XSHE,2018-08-21
-0.02724839063690459,0.8514202257488853,-0.21533267504388573,000620.XSHE,2018-08-21
0.5086678902874496,0.416692192199529,0.5101360044461509,000622.XSHE,2018-08-21
0.09436491935278339,-0.07234670046075571,-0.5405683225576243,000623.XSHE,2018-08-21
-0.30749256521741714,0.20201640195376638,-0.2687763474442911,000625.XSHE,2018-08-21
0.41208772894295936,0.5048110099492741,0.768591043090339,000626.XSHE,2018-08-21
0.0922362804909616,0.004221609724554093,0.14675306793998394,000627.XSHE,2018-08-21
0.13694220869215173,-0.24948466472316413,-0.1272183926976659,000628.XSHE,2018-08-21
0.43379362367130603,0.727109278893314,0.06652824536223695,000630.XSHE,2018-08-21
0.10776401057956927,-0.8772551572634176,-0.5358617525585745,000631.XSHE,2018-08-21
0.20298115529353286,0.4758482367549299,0.7423755732074809,000632.XSHE,2018-08-21
0.1525080857521862,0.6426232462096932,-0.021444877023293948,000633.XSHE,2018-08-21
0.5928061942444798,0.44596612191020757,-0.2027633358246808,000635.XSHE,2018-08-21
-0.03937002884466236,-0.7941119280047413,0.7285342829090677,000636.XSHE,2018-08-21
0.19094246551411728,-0.09224513395950006,0.22859807984169897,000637.XSHE,2018-08-21
0.5862460244399498,0.7057577355685856,0.6356578135662501,000638.XSHE,2018-08-21
-0.15817585080452035,0.06117637689556957,0.3626834608339163,000639.XSHE,2018-08-21
0.1689927037989035,0.492948174360331,0.4909155350557016,000650.XSHE,2018-08-21
0.2857916375551973,0.05180915236248413,0.3353013888786847,000652.XSHE,2018-08-21
0.1369360524188651,-0.3013854970591974,0.437262293726466,000655.XSHE,2018-08-21
0.09609332021760798,-0.2673050807681439,0.006314319297039221,000656.XSHE,2018-08-21
0.4897198604894044,0.5502786319710997,0.38956114785619755,000657.XSHE,2018-08-21
-0.22500139640774022,0.7768393830743555,-0.09052070811292079,000659.XSHE,2018-08-21
-0.5767318690947504,-0.6709518631392457,-0.8481189415962179,000661.XSHE,2018-08-21
0.1892695223970732,0.02256763970583266,-0.4267545457433577,000662.XSHE,2018-08-21
0.5644257617206054,0.5850276646862964,0.6119045286612907,000663.XSHE,2018-08-21
0.21647194900435393,-0.13218733658302428,-0.16668496159749333,000665.XSHE,2018-08-21
0.32885980466008835,0.6339318812369044,0.29564542613632483,000667.XSHE,2018-08-21
0.10041803770625696,0.03593993735324362,0.12341480839499998,000668.XSHE,2018-08-21
-0.3430245503664332,-0.658577456345964,-0.9999999999999999,000669.XSHE,2018-08-21
0.3987850112538755,-0.0009660245297720389,-0.5244225523664082,000670.XSHE,2018-08-21
0.4238280750746988,0.1257918544519337,-0.6945037082108318,000671.XSHE,2018-08-21
0.27526082922421885,-0.4457327232634845,-0.1253177274880571,000672.XSHE,2018-08-21
0.8405944154895091,0.8928040657889038,0.5639384382800029,000676.XSHE,2018-08-21
-0.059965583261021006,0.09842312952055293,-0.36264944832726276,000677.XSHE,2018-08-21
0.8080023842802887,0.7776631000802862,0.5314787470493036,000678.XSHE,2018-08-21
0.20609631612437815,0.2562320357905887,-0.9189231891562045,000679.XSHE,2018-08-21
0.2837664939248363,-0.16975164548356456,-0.281125860233606,000680.XSHE,2018-08-21
-0.43317294098223275,-0.05602594106699122,-0.5676158096273268,000681.XSHE,2018-08-21
-0.00629132383966107,-0.14666434302779635,0.3021736450425724,000682.XSHE,2018-08-21
-0.24638392741674892,0.19689595087998552,-0.9164353251716778,000683.XSHE,2018-08-21
-0.28198589625872406,-0.4118202821020878,-0.1241335547973221,000685.XSHE,2018-08-21
-0.06787716133611608,-0.03810414445524326,-0.6448517250182465,000686.XSHE,2018-08-21
0.024045798805950706,0.531271595035956,0.6483738837145078,000687.XSHE,2018-08-21
-0.19889700562139315,0.6955885262639319,-0.15648387474684863,000688.XSHE,2018-08-21
0.05678900644994264,0.14134948670057867,0.4001551191158035,000690.XSHE,2018-08-21
0.16290848577438263,-0.5467751762229934,0.25570462189821147,000691.XSHE,2018-08-21
-0.0691107508235238,-0.3971250102157978,-0.24839297300583224,000692.XSHE,2018-08-21
-0.01594964927240588,-0.47145844569647527,-0.648732088587048,000695.XSHE,2018-08-21
-0.0478084841285886,-0.09016341070597496,-0.393601232156365,000697.XSHE,2018-08-21
0.611855444802522,0.6670336563574636,0.7743482376364099,000698.XSHE,2018-08-21
0.2993741314089358,0.08809354308946622,0.24776294242480745,000700.XSHE,2018-08-21
0.5965168398775647,0.7318350323171725,0.26077456078511324,000701.XSHE,2018-08-21
-0.0008594895545003192,-0.20314817186710182,0.8046040118346335,000702.XSHE,2018-08-21
-0.19047039166426213,-0.7542497153500893,-0.23225686115743754,000703.XSHE,2018-08-21
0.4498620757094606,0.6377160031532387,-0.7198436628808313,000705.XSHE,2018-08-21
-0.06107078153853189,0.19437894010588655,-0.2710423593749856,000707.XSHE,2018-08-21
0.29953031502758426,-0.46492640109385935,0.2591968472656457,000708.XSHE,2018-08-21
0.14189450222559502,-0.5707482157618525,0.129273474215183,000709.XSHE,2018-08-21
0.2126636705179184,-0.22342080906158449,0.3592446105269541,000710.XSHE,2018-08-21
-0.2845539248637643,-0.39518358206280757,-0.7837881327906868,000712.XSHE,2018-08-21
0.22428849366276532,-0.46604082652127526,0.12809502105475776,000713.XSHE,2018-08-21
0.5270436633086037,0.3828795084826695,0.3310773379589045,000715.XSHE,2018-08-21
0.2635961723947753,-0.043643886818199196,-0.18648256822667275,000716.XSHE,2018-08-21
0.2778544987116401,0.11841836673268803,0.41176725695967065,000717.XSHE,2018-08-21
0.27367998141155686,-0.12727697095830834,0.5020102471700035,000718.XSHE,2018-08-21
0.4118258946566384,-0.24851504875360694,0.14867899444566932,000719.XSHE,2018-08-21
0.4639575975195929,0.02998146311895592,0.7704976217251635,000720.XSHE,2018-08-21
0.6128705684434325,0.31244741934974835,0.1029772159448524,000721.XSHE,2018-08-21
0.297992298151645,0.23965702270239145,-0.776200585775143,000722.XSHE,2018-08-21
0.5893310461507831,0.9409490828182338,0.4483798091606914,000723.XSHE,2018-08-21
0.18223715500899723,0.4883743188086405,-0.7258401273722291,000726.XSHE,2018-08-21
0.08964155230048139,0.10449905999223204,0.9241317630767989,000727.XSHE,2018-08-21
-0.18675921844241225,-0.6036987163972991,-0.27038227239598683,000728.XSHE,2018-08-21
0.13322514853424802,-0.38844557490453757,0.27907094612954336,000729.XSHE,2018-08-21
-0.011098607209288958,0.3883587762263855,-0.2509525744958745,000731.XSHE,2018-08-21
0.39789883499409323,-0.2696543585994427,0.6499748670527514,000732.XSHE,2018-08-21
0.22408194134757317,0.11549459725962516,0.20617343753931902,000733.XSHE,2018-08-21
-0.2394236946129655,-0.29674305215517316,0.02803256683385522,000735.XSHE,2018-08-21
0.13601715324836314,0.08002840310816942,-0.6514934189432807,000736.XSHE,2018-08-21
0.34569777909341204,-0.15883540627236317,0.7706928737212018,000737.XSHE,2018-08-21
0.2986297601547535,0.2981234767055922,0.47392230600525226,000738.XSHE,2018-08-21
-0.6065638955105377,-0.6022091772293473,-0.5652525480791271,000739.XSHE,2018-08-21
-0.07334759164001078,0.2896409283426044,0.34512756741228656,000750.XSHE,2018-08-21
0.10223617092113815,-0.5292241692641796,-0.7701694726043552,000751.XSHE,2018-08-21
0.4511537414893723,0.751226411446964,-0.23645712682563105,000752.XSHE,2018-08-21
0.26253341888234993,-0.6187589534269805,0.27245580996560953,000753.XSHE,2018-08-21
-0.12412387364894496,-0.08346664904775658,0.3306721873548157,000755.XSHE,2018-08-21
0.09212184987305447,-0.3268979852271239,0.6335292256916935,000756.XSHE,2018-08-21
0.2462864779398316,0.40245625566097576,0.32172502310524,000757.XSHE,2018-08-21
-0.18087331152213615,-0.30388840750717755,-0.7221682643793109,000758.XSHE,2018-08-21
-0.21332874957807857,0.6101279389003864,-0.07861330833287918,000759.XSHE,2018-08-21
-0.11690985837235983,-0.5963875047459524,0.563806051829909,000760.XSHE,2018-08-21
0.29682508761411824,0.5440882136417508,0.7622781225597057,000761.XSHE,2018-08-21
0.3660452657902554,-0.35408229166139776,-0.39224562013147213,000762.XSHE,2018-08-21
-0.02644597710724353,-0.09848238344257453,-0.29510155227518464,000766.XSHE,2018-08-21
-0.22091255036872687,-0.36483738326536874,-0.32809861329348766,000767.XSHE,2018-08-21
0.0008983483347295736,-0.07661860164562341,-0.47612324588096333,000768.XSHE,2018-08-21
-0.17774034682790435,0.07278789876507394,0.19756631262561367,000776.XSHE,2018-08-21
0.34787666325377126,-0.08233746369436347,0.3793537633719457,000777.XSHE,2018-08-21
0.1697936803019885,-0.007620417611657107,-0.5530322908189247,000778.XSHE,2018-08-21
-0.2016703373796317,-0.44180931362960574,-0.113384688287268,000780.XSHE,2018-08-21
0.14960017322284827,0.45900984180482934,0.3853489369596603,000782.XSHE,2018-08-21
0.36524217185964963,0.010081044724159376,-0.8988694665572,000783.XSHE,2018-08-21
-0.13209848993013856,0.643691896641421,-0.050683135871419135,000785.XSHE,2018-08-21
-0.23814833661954346,0.3773501559669873,-0.04762415457724777,000786.XSHE,2018-08-21
0.31906679353501616,-0.3339723447854436,-0.061507887778329905,000788.XSHE,2018-08-21
0.23650628520384645,0.8062816615854058,0.14159147806144415,000789.XSHE,2018-08-21
0.5091216238168573,0.41373609334682426,0.5969448541885933,000790.XSHE,2018-08-21
0.42997823802766927,0.10541331504202883,-0.40357688793827295,000791.XSHE,2018-08-21
-0.39923771954562537,-0.24331949274663298,0.1644735626435538,000792.XSHE,2018-08-21
0.38428044673350525,0.7937106420589836,0.06638475817847857,000793.XSHE,2018-08-21
0.5796269838069427,0.8147238190729962,0.43604276963828537,000795.XSHE,2018-08-21
0.1077351391231489,-0.1946095068165189,0.5006634591508164,000796.XSHE,2018-08-21
0.19178310480143007,0.43254932127564016,-0.8883498141142832,000797.XSHE,2018-08-21
0.31062395022652917,-0.3115728677616008,-0.7862717557282394,000798.XSHE,2018-08-21
0.12788256987872776,0.25425775644195747,-0.4515995099709527,000799.XSHE,2018-08-21
-0.09760457039358675,0.18670954278796634,-0.1600495568720754,000800.XSHE,2018-08-21
0.3852683536275092,-0.4757261224707123,0.5507669904074469,000801.XSHE,2018-08-21
0.4587149309055613,0.444507911984422,-0.8458589647299375,000802.XSHE,2018-08-21
0.12573782826178545,0.24266689600571476,-0.9999999999999999,000803.XSHE,2018-08-21
0.41554550847609445,0.42844575004749497,-0.5474334320510215,000806.XSHE,2018-08-21
0.33571605163613866,0.012969133236347276,0.31461710547079835,000807.XSHE,2018-08-21
0.2063770974071206,-0.05306916121921854,0.5712865150205192,000809.XSHE,2018-08-21
0.3460916301321648,0.8120527887863757,-0.8687481087835681,000810.XSHE,2018-08-21
-0.07037848373460684,-0.17136848231914112,0.8977986096463619,000811.XSHE,2018-08-21
0.2608278013254832,0.22562853809553332,0.5144520231358399,000812.XSHE,2018-08-21
0.06883812913522332,0.06454745679458003,0.24046886558208783,000813.XSHE,2018-08-21
0.5843322182553566,0.24177423950516022,0.8845043901082836,000815.XSHE,2018-08-21
0.22058190122851895,0.04517537785066864,0.4278121645500067,000816.XSHE,2018-08-21
-0.23702832131484622,-0.03558090116423833,-0.11489724574332554,000818.XSHE,2018-08-21
0.7114599005497736,0.860796730981573,0.7176886622701241,000819.XSHE,2018-08-21
-0.1301048104889396,0.38331675062156084,-0.7244433983999597,000820.XSHE,2018-08-21
0.3178535600762343,0.038751012071245164,-0.4086432602066626,000821.XSHE,2018-08-21
0.21374795072713496,0.12439403283219458,0.21753778527813722,000822.XSHE,2018-08-21
0.07149278886873486,-0.547649836820315,-0.18218423619973587,000823.XSHE,2018-08-21
-0.4677312964053898,-0.20361212155080782,0.4542859348376524,000826.XSHE,2018-08-21
0.0031065644592149734,0.005842027579290913,-0.7380976613782061,000828.XSHE,2018-08-21
0.2779673853114827,0.12107448164319322,0.6514655338637024,000829.XSHE,2018-08-21
-0.06703123973674681,0.3503641223894631,-0.8360707123329867,000830.XSHE,2018-08-21
0.10797433183417651,-0.43920617601253115,-0.3715101133015248,000831.XSHE,2018-08-21
