日期,标的,数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,当日盈亏,今手数,仓位占比
2017/4/11,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.73%
2017/4/11,Cash,,,58720.02,,,,,
2017/4/12,长春高新(000661.XSHE),600股,107.93,64758,7267,95.82,-342,0股,22.56%
2017/4/12,尚荣医疗(002551.XSHE),1900股,17.28,32832,-2149,18.41,-399,0股,11.44%
2017/4/12,长城汽车(601633.XSHG),7000股,13.71,95970,31587,9.2,-8470,0股,33.43%
2017/4/12,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.11%
2017/4/12,Cash,,,58720.02,,,,,
2017/4/13,长春高新(000661.XSHE),600股,108.22,64932,7441,95.82,174,0股,22.48%
2017/4/13,尚荣医疗(002551.XSHE),1900股,17.4,33060,-1921,18.41,228,0股,11.45%
2017/4/13,长城汽车(601633.XSHG),7000股,13.91,97370,32987,9.2,1400,0股,33.71%
2017/4/13,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.03%
2017/4/13,Cash,,,58720.02,,,,,
2017/4/14,长春高新(000661.XSHE),600股,107.69,64614,7123,95.82,-318,0股,22.54%
2017/4/14,尚荣医疗(002551.XSHE),1900股,17.17,32623,-2358,18.41,-437,0股,11.38%
2017/4/14,长城汽车(601633.XSHG),7000股,13.71,95970,31587,9.2,-1400,0股,33.48%
2017/4/14,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.12%
2017/4/14,Cash,,,58720.02,,,,,
2017/4/17,长春高新(000661.XSHE),600股,107.67,64602,7111,95.82,-12,0股,22.78%
2017/4/17,尚荣医疗(002551.XSHE),1900股,16.88,32072,-2909,18.41,-551,0股,11.31%
2017/4/17,长城汽车(601633.XSHG),7000股,13.34,93380,28997,9.2,-2590,0股,32.93%
2017/4/17,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.26%
2017/4/17,Cash,,,58720.02,,,,,
2017/4/18,长春高新(000661.XSHE),600股,109.5,65700,8209,95.82,1098,0股,23.18%
2017/4/18,尚荣医疗(002551.XSHE),1900股,16.63,31597,-3384,18.41,-475,0股,11.15%
2017/4/18,长城汽车(601633.XSHG),7000股,13.24,92680,28297,9.2,-700,0股,32.70%
2017/4/18,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.26%
2017/4/18,Cash,,,58720.02,,,,,
2017/4/19,长春高新(000661.XSHE),600股,108.95,65370,7879,95.82,-330,0股,23.04%
2017/4/19,长城汽车(601633.XSHG),7000股,13.38,93660,29277,9.2,980,0股,33%
2017/4/19,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.25%
2017/4/19,Cash,,,89991.32,,,,,
2017/4/20,长春高新(000661.XSHE),600股,111.8,67080,9589,95.82,1710,0股,23.46%
2017/4/20,长城汽车(601633.XSHG),7000股,13.44,94080,29697,9.2,420,0股,32.91%
2017/4/20,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.16%
2017/4/20,Cash,,,89991.32,,,,,
2017/4/21,长春高新(000661.XSHE),600股,112,67200,9709,95.82,120,0股,23.55%
2017/4/21,长城汽车(601633.XSHG),7000股,13.34,93380,28997,9.2,-700,0股,32.73%
2017/4/21,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.18%
2017/4/21,Cash,,,89991.32,,,,,
2017/4/24,长春高新(000661.XSHE),600股,111.98,67188,9697,95.82,-12,0股,23.55%
2017/4/24,长城汽车(601633.XSHG),7000股,13.34,93380,28997,9.2,0,0股,32.73%
2017/4/24,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.18%
2017/4/24,Cash,,,89991.32,,,,,
2017/4/25,长春高新(000661.XSHE),600股,115.41,69246,11755,95.82,2058,0股,24.11%
2017/4/25,长城汽车(601633.XSHG),7000股,13.32,93240,28857,9.2,-140,0股,32.46%
2017/4/25,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.10%
2017/4/25,Cash,,,89991.32,,,,,
2017/4/26,长春高新(000661.XSHE),600股,114.5,68700,11209,95.82,-546,0股,23.88%
2017/4/26,长城汽车(601633.XSHG),7000股,13.46,94220,29837,9.2,980,0股,32.75%
2017/4/26,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.08%
2017/4/26,Cash,,,89991.32,,,,,
2017/4/27,长春高新(000661.XSHE),600股,113.87,68322,10831,95.82,-378,0股,24%
2017/4/27,长城汽车(601633.XSHG),7000股,13.09,91630,27247,9.2,-2590,0股,32.18%
2017/4/27,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.21%
2017/4/27,Cash,,,89991.32,,,,,
2017/4/28,长春高新(000661.XSHE),600股,113.95,68370,10879,95.82,48,0股,24.29%
2017/4/28,长城汽车(601633.XSHG),7000股,12.62,88340,23957,9.2,-3290,0股,31.39%
2017/4/28,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.35%
2017/4/28,Cash,,,89991.32,,,,,
2017/5/2,长春高新(000661.XSHE),600股,114.5,68700,11209,95.82,330,0股,24.61%
2017/5/2,长城汽车(601633.XSHG),7000股,12.25,85750,21367,9.2,-2590,0股,30.71%
2017/5/2,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.45%
2017/5/2,Cash,,,89991.32,,,,,
2017/5/3,长春高新(000661.XSHE),600股,114,68400,10909,95.82,-300,0股,24.55%
2017/5/3,长城汽车(601633.XSHG),7000股,12.21,85470,21087,9.2,-280,0股,30.68%
2017/5/3,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.48%
2017/5/3,Cash,,,89991.32,,,,,
2017/5/4,长春高新(000661.XSHE),600股,112.88,67728,10237,95.82,-672,0股,24.32%
2017/5/4,长城汽车(601633.XSHG),7000股,12.28,85960,21577,9.2,490,0股,30.87%
2017/5/4,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.48%
2017/5/4,Cash,,,89991.32,,,,,
2017/5/5,长春高新(000661.XSHE),600股,112.17,67302,9811,95.82,-426,0股,24.22%
2017/5/5,长城汽车(601633.XSHG),7000股,12.26,85820,21437,9.2,-140,0股,30.88%
2017/5/5,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.51%
2017/5/5,Cash,,,89991.32,,,,,
2017/5/8,长春高新(000661.XSHE),600股,110.3,66180,8689,95.82,-1122,0股,24.01%
2017/5/8,长城汽车(601633.XSHG),7000股,12.1,84700,20317,9.2,-1120,0股,30.73%
2017/5/8,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.61%
2017/5/8,Cash,,,89991.32,,,,,
2017/5/9,长春高新(000661.XSHE),600股,110.3,66180,8689,95.82,0,0股,24.13%
2017/5/9,长城汽车(601633.XSHG),7000股,11.91,83370,18987,9.2,-1330,0股,30.39%
2017/5/9,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.67%
2017/5/9,Cash,,,89991.32,,,,,
2017/5/10,长春高新(000661.XSHE),600股,108.89,65334,8323,95.02,-366,0股,23.93%
2017/5/10,长城汽车(601633.XSHG),7000股,11.79,82530,18147,9.2,-840,0股,30.23%
2017/5/10,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.73%
2017/5/10,Cash,,,90375.32,,,,,
2017/5/11,长春高新(000661.XSHE),600股,110.35,66210,9199,95.02,876,0股,24.11%
2017/5/11,长城汽车(601633.XSHG),7000股,11.9,83300,18917,9.2,770,0股,30.33%
2017/5/11,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.66%
2017/5/11,Cash,,,90375.32,,,,,
2017/5/12,长春高新(000661.XSHE),600股,113.76,68256,11245,95.02,2046,0股,24.71%
2017/5/12,长城汽车(601633.XSHG),7000股,11.83,82810,18427,9.2,-490,0股,29.98%
2017/5/12,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.59%
2017/5/12,Cash,,,90375.32,,,,,
2017/5/15,长春高新(000661.XSHE),600股,114.28,68568,11557,95.02,312,0股,24.72%
2017/5/15,长城汽车(601633.XSHG),7000股,11.95,83650,19267,9.2,840,0股,30.16%
2017/5/15,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.53%
2017/5/15,Cash,,,90375.32,,,,,
2017/5/16,长春高新(000661.XSHE),600股,115.7,69420,12409,95.02,852,0股,24.75%
2017/5/16,长城汽车(601633.XSHG),7000股,12.27,85890,21507,9.2,2240,0股,30.63%
2017/5/16,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.39%
2017/5/16,Cash,,,90375.32,,,,,
2017/5/17,长春高新(000661.XSHE),600股,116.16,69696,12685,95.02,276,0股,24.78%
2017/5/17,长城汽车(601633.XSHG),7000股,12.34,86380,21997,9.2,490,0股,30.72%
2017/5/17,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.36%
2017/5/17,Cash,,,90375.32,,,,,
2017/5/18,长春高新(000661.XSHE),600股,114.8,68880,11869,95.02,-816,0股,24.69%
2017/5/18,长城汽车(601633.XSHG),7000股,12.13,84910,20527,9.2,-1470,0股,30.44%
2017/5/18,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.46%
2017/5/18,Cash,,,90375.32,,,,,
2017/5/19,长春高新(000661.XSHE),600股,114.84,68904,11893,95.02,24,0股,24.68%
2017/5/19,长城汽车(601633.XSHG),7000股,12.16,85120,20737,9.2,210,0股,30.49%
2017/5/19,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.45%
2017/5/19,Cash,,,90375.32,,,,,
2017/5/22,长春高新(000661.XSHE),600股,115.39,69234,12223,95.02,330,0股,24.79%
2017/5/22,长城汽车(601633.XSHG),7000股,12.13,84910,20527,9.2,-210,0股,30.40%
2017/5/22,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.45%
2017/5/22,Cash,,,90375.32,,,,,
2017/5/23,长春高新(000661.XSHE),600股,116.5,69900,12889,95.02,666,0股,24.87%
2017/5/23,长城汽车(601633.XSHG),7000股,12.29,86030,21647,9.2,1120,0股,30.61%
2017/5/23,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.37%
2017/5/23,Cash,,,90375.32,,,,,
2017/5/24,长春高新(000661.XSHE),600股,113.8,68280,11269,95.02,-1620,0股,24.42%
2017/5/24,长城汽车(601633.XSHG),7000股,12.31,86170,21787,9.2,140,0股,30.82%
2017/5/24,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.43%
2017/5/24,Cash,,,90375.32,,,,,
2017/5/25,长春高新(000661.XSHE),600股,114.1,68460,11449,95.02,180,0股,24.58%
2017/5/25,长城汽车(601633.XSHG),7000股,11.86,83020,21087,8.85,-700,0股,29.80%
2017/5/25,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.48%
2017/5/25,Cash,,,92335.32,,,,,
2017/5/26,长春高新(000661.XSHE),600股,116.35,69810,12799,95.02,1350,0股,24.91%
2017/5/26,长城汽车(601633.XSHG),7000股,11.9,83300,21367,8.85,280,0股,29.73%
2017/5/26,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.41%
2017/5/26,Cash,,,92335.32,,,,,
2017/5/31,长春高新(000661.XSHE),600股,114.6,68760,11749,95.02,-1050,0股,24.53%
2017/5/31,长城汽车(601633.XSHG),7000股,12.07,84490,22557,8.85,1190,0股,30.14%
2017/5/31,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.40%
2017/5/31,Cash,,,92335.32,,,,,
2017/6/1,长春高新(000661.XSHE),600股,114.77,68862,11851,95.02,102,0股,24.44%
2017/6/1,长城汽车(601633.XSHG),7000股,12.25,85750,23817,8.85,1260,0股,30.44%
2017/6/1,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.34%
2017/6/1,Cash,,,92335.32,,,,,
2017/6/2,长春高新(000661.XSHE),600股,112.32,67392,10381,95.02,-1470,0股,24.10%
2017/6/2,长城汽车(601633.XSHG),7000股,12.17,85190,23257,8.85,-560,0股,30.46%
2017/6/2,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.43%
2017/6/2,Cash,,,92335.32,,,,,
2017/6/5,长春高新(000661.XSHE),600股,113.87,68322,11311,95.02,930,0股,24.33%
2017/6/5,长城汽车(601633.XSHG),7000股,12.2,85400,23467,8.85,210,0股,30.41%
2017/6/5,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.38%
2017/6/5,Cash,,,92335.32,,,,,
2017/6/6,长春高新(000661.XSHE),600股,115.85,69510,12499,95.02,1188,0股,24.66%
2017/6/6,长城汽车(601633.XSHG),7000股,12.18,85260,23327,8.85,-140,0股,30.25%
2017/6/6,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.33%
2017/6/6,Cash,,,92335.32,,,,,
2017/6/7,长春高新(000661.XSHE),600股,117,70200,13189,95.02,690,0股,24.82%
2017/6/7,长城汽车(601633.XSHG),7000股,12.22,85540,23607,8.85,280,0股,30.24%
2017/6/7,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.29%
2017/6/7,Cash,,,92335.32,,,,,
2017/6/8,长春高新(000661.XSHE),600股,117,70200,13189,95.02,0,0股,24.83%
2017/6/8,长城汽车(601633.XSHG),7000股,12.21,85470,23537,8.85,-70,0股,30.23%
2017/6/8,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.29%
2017/6/8,Cash,,,92335.32,,,,,
2017/6/9,长春高新(000661.XSHE),600股,120.89,72534,15523,95.02,2334,0股,25.11%
2017/6/9,长城汽车(601633.XSHG),7000股,12.75,89250,27317,8.85,3780,0股,30.90%
2017/6/9,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.03%
2017/6/9,Cash,,,92335.32,,,,,
2017/6/12,长春高新(000661.XSHE),600股,122.92,73752,16741,95.02,1218,0股,24.76%
2017/6/12,长城汽车(601633.XSHG),7000股,13.86,97020,35087,8.85,7770,0股,32.57%
2017/6/12,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.67%
2017/6/12,Cash,,,92335.32,,,,,
2017/6/13,长城汽车(601633.XSHG),7000股,13.67,95690,33757,8.85,-1330,0股,32.35%
2017/6/13,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.75%
2017/6/13,Cash,,,165380.23,,,,,
2017/6/14,长城汽车(601633.XSHG),7000股,13.32,93240,31307,8.85,-2450,0股,31.78%
2017/6/14,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.85%
2017/6/14,Cash,,,165380.23,,,,,
2017/6/15,长城汽车(601633.XSHG),7000股,13.28,92960,31027,8.85,-280,0股,31.72%
2017/6/15,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.86%
2017/6/15,Cash,,,165380.23,,,,,
2017/6/16,长城汽车(601633.XSHG),7000股,13.08,91560,29627,8.85,-1400,0股,31.39%
2017/6/16,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.92%
2017/6/16,Cash,,,165380.23,,,,,
2017/6/19,长城汽车(601633.XSHG),7000股,13.14,91980,30047,8.85,420,0股,31.49%
2017/6/19,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.90%
2017/6/19,Cash,,,165380.23,,,,,
2017/6/20,长城汽车(601633.XSHG),7000股,13.16,92120,30187,8.85,140,0股,31.52%
2017/6/20,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.89%
2017/6/20,Cash,,,165380.23,,,,,
2017/6/21,长城汽车(601633.XSHG),7000股,13.2,92400,30467,8.85,280,0股,31.59%
2017/6/21,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.88%
2017/6/21,Cash,,,165380.23,,,,,
2017/6/22,长城汽车(601633.XSHG),7000股,13.26,92820,30887,8.85,420,0股,31.68%
2017/6/22,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.87%
2017/6/22,Cash,,,165380.23,,,,,
2017/6/23,长城汽车(601633.XSHG),7000股,13.05,91350,29417,8.85,-1470,0股,31.34%
2017/6/23,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.92%
2017/6/23,Cash,,,165380.23,,,,,
2017/6/26,长城汽车(601633.XSHG),7000股,13.3,93100,31167,8.85,1750,0股,31.75%
2017/6/26,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.85%
2017/6/26,Cash,,,165380.23,,,,,
2017/6/27,长城汽车(601633.XSHG),7000股,13.61,95270,33337,8.85,2170,0股,32.25%
2017/6/27,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.77%
2017/6/27,Cash,,,165380.23,,,,,
2017/6/28,长城汽车(601633.XSHG),7000股,13.31,93170,31237,8.85,-2100,0股,31.77%
2017/6/28,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.85%
2017/6/28,Cash,,,165380.23,,,,,
2017/6/29,长城汽车(601633.XSHG),7000股,13.22,92540,30607,8.85,-630,0股,31.62%
2017/6/29,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.88%
2017/6/29,Cash,,,165380.23,,,,,
2017/6/30,长城汽车(601633.XSHG),7000股,13.29,93030,31097,8.85,490,0股,31.73%
2017/6/30,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.86%
2017/6/30,Cash,,,165380.23,,,,,
2017/7/3,长城汽车(601633.XSHG),7000股,13.28,92960,31027,8.85,-70,0股,31.72%
2017/7/3,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.86%
2017/7/3,Cash,,,165380.23,,,,,
2017/7/4,长城汽车(601633.XSHG),7000股,13.31,93170,31237,8.85,210,0股,31.77%
2017/7/4,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.85%
2017/7/4,Cash,,,165380.23,,,,,
2017/7/5,长城汽车(601633.XSHG),7000股,13.31,93170,31237,8.85,0,0股,31.77%
2017/7/5,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.85%
2017/7/5,Cash,,,165380.23,,,,,
2017/7/6,长城汽车(601633.XSHG),7000股,13.49,94430,32497,8.85,1260,0股,32.06%
2017/7/6,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.80%
2017/7/6,Cash,,,165380.23,,,,,
2017/7/7,长城汽车(601633.XSHG),7000股,13.75,96250,34317,8.85,1820,0股,32.47%
2017/7/7,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.73%
2017/7/7,Cash,,,165380.23,,,,,
2017/7/10,长城汽车(601633.XSHG),7000股,13.45,94150,32217,8.85,-2100,0股,31.99%
2017/7/10,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.81%
2017/7/10,Cash,,,165380.23,,,,,
2017/7/11,长城汽车(601633.XSHG),7000股,13.55,94850,32917,8.85,700,0股,32.15%
2017/7/11,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.78%
2017/7/11,Cash,,,165380.23,,,,,
2017/7/12,长城汽车(601633.XSHG),7000股,13.14,91980,30047,8.85,-2870,0股,31.49%
2017/7/12,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.90%
2017/7/12,Cash,,,165380.23,,,,,
2017/7/13,长城汽车(601633.XSHG),7000股,13.12,91840,29907,8.85,-140,0股,31.45%
2017/7/13,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.90%
2017/7/13,Cash,,,165380.23,,,,,
2017/7/14,长城汽车(601633.XSHG),7000股,13.14,91980,30047,8.85,140,0股,31.49%
2017/7/14,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.90%
2017/7/14,Cash,,,165380.23,,,,,
2017/7/17,长城汽车(601633.XSHG),7000股,12.75,89250,27317,8.85,-2730,0股,30.84%
2017/7/17,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.01%
2017/7/17,Cash,,,165380.23,,,,,
2017/7/18,长城汽车(601633.XSHG),7000股,12.55,87850,25917,8.85,-1400,0股,30.50%
2017/7/18,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.07%
2017/7/18,Cash,,,165380.23,,,,,
2017/7/19,长城汽车(601633.XSHG),7000股,12.47,87290,25357,8.85,-560,0股,30.37%
2017/7/19,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.09%
2017/7/19,Cash,,,165380.23,,,,,
2017/7/20,长城汽车(601633.XSHG),7000股,12.59,88130,26197,8.85,840,0股,30.57%
2017/7/20,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.06%
2017/7/20,Cash,,,165380.23,,,,,
2017/7/21,长城汽车(601633.XSHG),7000股,13.14,91980,30047,8.85,3850,0股,31.49%
2017/7/21,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.90%
2017/7/21,Cash,,,165380.23,,,,,
2017/7/24,长城汽车(601633.XSHG),7000股,13.25,92750,30817,8.85,770,0股,31.67%
2017/7/24,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.87%
2017/7/24,Cash,,,165380.23,,,,,
2017/7/25,长城汽车(601633.XSHG),7000股,13.23,92610,30677,8.85,-140,0股,31.63%
2017/7/25,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.87%
2017/7/25,Cash,,,165380.23,,,,,
2017/7/26,长城汽车(601633.XSHG),7000股,13.31,93170,31237,8.85,560,0股,31.77%
2017/7/26,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.85%
2017/7/26,Cash,,,165380.23,,,,,
2017/7/27,长城汽车(601633.XSHG),7000股,13.32,93240,31307,8.85,70,0股,31.78%
2017/7/27,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.85%
2017/7/27,Cash,,,165380.23,,,,,
2017/7/28,长城汽车(601633.XSHG),7000股,13.15,92050,30117,8.85,-1190,0股,31.50%
2017/7/28,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.90%
2017/7/28,Cash,,,165380.23,,,,,
2017/7/31,长城汽车(601633.XSHG),7000股,13,91000,29067,8.85,-1050,0股,31.26%
2017/7/31,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.94%
2017/7/31,Cash,,,165380.23,,,,,
2017/8/1,长城汽车(601633.XSHG),7000股,12.98,90860,28927,8.85,-140,0股,31.22%
2017/8/1,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.95%
2017/8/1,Cash,,,165380.23,,,,,
2017/8/2,长城汽车(601633.XSHG),7000股,13.05,91350,29417,8.85,490,0股,31.34%
2017/8/2,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.92%
2017/8/2,Cash,,,165380.23,,,,,
2017/8/3,长城汽车(601633.XSHG),7000股,13.01,91070,29137,8.85,-280,0股,31.27%
2017/8/3,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.94%
2017/8/3,Cash,,,165380.23,,,,,
2017/8/4,长城汽车(601633.XSHG),7000股,12.87,90090,28157,8.85,-980,0股,31.04%
2017/8/4,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.98%
2017/8/4,Cash,,,165380.23,,,,,
2017/8/7,长城汽车(601633.XSHG),7000股,12.72,89040,27107,8.85,-1050,0股,30.79%
2017/8/7,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,12.02%
2017/8/7,Cash,,,165380.23,,,,,
2017/8/8,长城汽车(601633.XSHG),7000股,13.06,91420,29487,8.85,2380,0股,31.36%
2017/8/8,长信科技(300088.XSHE),2200股,15.8,34760,11198,10.71,0,0股,11.92%
2017/8/8,Cash,,,165380.23,,,,,
2017/8/9,长城汽车(601633.XSHG),7000股,13.09,91630,29697,8.85,210,0股,31.72%
2017/8/9,长信科技(300088.XSHE),2200股,14.44,31768,8316,10.66,-2882,0股,11%
2017/8/9,Cash,,,165468.23,,,,,
2017/8/10,长城汽车(601633.XSHG),3000股,13.01,39030,12487.29,8.85,-240,0股,13.17%
2017/8/10,长信科技(300088.XSHE),8900股,15.88,141332,18050,13.85,9734,6700股,47.69%
2017/8/10,九洲电气(300040.XSHE),2900股,10.48,30392,-435,10.63,-435,2900股,10.26%
2017/8/10,皖江物流(600575.XSHG),7300股,4.28,31244,-584,4.36,-584,7300股,10.54%
2017/8/10,九芝堂(000989.XSHE),2800股,19.03,53284,-868,19.34,-868,2800股,17.98%
2017/8/10,Cash,,,1058.17,,,,,
2017/8/11,长城汽车(601633.XSHG),3000股,12.99,38970,12427.29,8.85,-60,0股,13.05%
2017/8/11,长信科技(300088.XSHE),8900股,16.2,144180,20898,13.85,2848,0股,48.27%
2017/8/11,九洲电气(300040.XSHE),2900股,10.36,30044,-783,10.63,-348,0股,10.06%
2017/8/11,皖江物流(600575.XSHG),7300股,4.28,31244,-584,4.36,0,0股,10.46%
2017/8/11,九芝堂(000989.XSHE),2800股,19,53200,-952,19.34,-84,0股,17.81%
2017/8/11,Cash,,,1058.17,,,,,
2017/8/14,长城汽车(601633.XSHG),3000股,13,39000,12457.29,8.85,30,0股,12.39%
2017/8/14,长信科技(300088.XSHE),8900股,17.82,158598,35316,13.85,14418,0股,50.39%
2017/8/14,九洲电气(300040.XSHE),2900股,10.8,31320,493,10.63,1276,0股,9.95%
2017/8/14,皖江物流(600575.XSHG),7300股,4.3,31390,-438,4.36,146,0股,9.97%
2017/8/14,九芝堂(000989.XSHE),2800股,19.06,53368,-784,19.34,168,0股,16.96%
2017/8/14,Cash,,,1058.17,,,,,
2017/8/15,长城汽车(601633.XSHG),3000股,13.05,39150,12607.29,8.85,150,0股,12.14%
2017/8/15,长信科技(300088.XSHE),8900股,18.72,166608,43326,13.85,8010,0股,51.67%
2017/8/15,九洲电气(300040.XSHE),2900股,10.77,31233,406,10.63,-87,0股,9.69%
2017/8/15,皖江物流(600575.XSHG),7300股,4.26,31098,-730,4.36,-292,0股,9.64%
2017/8/15,九芝堂(000989.XSHE),2800股,19.03,53284,-868,19.34,-84,0股,16.53%
2017/8/15,Cash,,,1058.17,,,,,
2017/8/16,长城汽车(601633.XSHG),3200股,13.04,41728,12569.29,9.11,-38,200股,12.86%
2017/8/16,长信科技(300088.XSHE),8100股,19,153900,41699.53,13.85,2268,0股,47.43%
2017/8/16,九洲电气(300040.XSHE),3200股,10.83,34656,604,10.64,198,300股,10.68%
2017/8/16,皖江物流(600575.XSHG),8400股,4.21,35364,-1161,4.35,-431,1100股,10.90%
2017/8/16,易见股份(600093.XSHG),4500股,12.87,57915,315,12.8,315,4500股,17.85%
2017/8/16,Cash,,,894.81,,,,,
2017/8/17,长城汽车(601633.XSHG),3200股,12.97,41504,12345.29,9.11,-224,0股,12.70%
2017/8/17,长信科技(300088.XSHE),8100股,18.85,152685,40484.53,13.85,-1215,0股,46.71%
2017/8/17,九洲电气(300040.XSHE),3200股,11.03,35296,1244,10.64,640,0股,10.80%
2017/8/17,皖江物流(600575.XSHG),8400股,4.55,38220,1695,4.35,2856,0股,11.69%
2017/8/17,易见股份(600093.XSHG),4500股,12.95,58275,675,12.8,360,0股,17.83%
